rank,stadium,capacity,region,country,city,images,home_team,rank,stadium,capacity,region,country,city,images,home_team,altitude,longitude
187,Kings Park Stadium,52000.0,Africa,South Africa,"Durban, KwaZulu-Natal",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Kings_Park_panorama.jpg/220px-Kings_Park_panorama.jpg,"Lamontville Golden Arrows, Cell C Durban Sharks",187.0,187.0,0.0,"52,405",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
188,Newlands Stadium,51900.0,Africa,South Africa,"Cape Town, Western Cape",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Proudly_South_African.jpg/220px-Proudly_South_African.jpg,,188.0,188.0,0.0,"52,000",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5111312,15.1023003
189,Hampden Park,51866.0,Europe,Scotland,Glasgow,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Hampden_Park%2C_January_2023.jpg/220px-Hampden_Park%2C_January_2023.jpg,"Scotland national football team, Queen's Park F.C.",189.0,189.0,0.0,"51,900",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,38.968548501132055,-82.18376141668023
190,Estadio Monumental de Maturín,51796.0,South America,Venezuela,Maturín,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Monumental_de_maturin_3.jpg/220px-Monumental_de_maturin_3.jpg,Monagas Sport Club,190.0,190.0,0.0,"51,866",Europe,Scotland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
191,Loftus Versfeld Stadium,51762.0,Africa,South Africa,"Pretoria, Gauteng",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Loftus_Versfeld_Game_Night.JPG/220px-Loftus_Versfeld_Game_Night.JPG,SuperSport United and Vodacom Pretoria Bulls,191.0,191.0,0.0,"51,796",South America,Venezuela,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,34.91594785714286,-95.7788483877551
192,Aviva Stadium,51700.0,Europe,Ireland,Dublin,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Aviva_Stadium_Panoramic.jpg/220px-Aviva_Stadium_Panoramic.jpg,"Leinster Rugby, Republic of Ireland national football team, Ireland national rugby union team",192.0,192.0,0.0,"51,762",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5110623,15.1022652
193,Guiyang Olympic Sports Centre Stadium,51638.0,East Asia,China,"Guiyang, Guizhou",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Guiyang_Olympic_Sports_Center.jpg/220px-Guiyang_Olympic_Sports_Center.jpg,,193.0,193.0,0.0,"51,700",Europe,Ireland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
194,Hohhot City Stadium,51632.0,East Asia,China,"Hohhot, Inner Mongolia",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Hohhot_City_Stadium.jpg/220px-Hohhot_City_Stadium.jpg,,194.0,194.0,0.0,"51,638",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
195,Rajamangala National Stadium,51552.0,Southeast Asia,Thailand,Bangkok,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Rajamangala_Stadium_Panorama.jpg/220px-Rajamangala_Stadium_Panorama.jpg,Thailand national football team,195.0,195.0,0.0,"51,632",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
196,Donbass Arena,51504.0,Europe,Ukraine,Donetsk,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Donbass_Arena.jpg/220px-Donbass_Arena.jpg,,196.0,196.0,0.0,"51,552",Southeast Asia,Thailand,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,3.0900347000000004,101.63960842441477
197,Deutsche Bank Park,51500.0,Europe,Germany,Frankfurt,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Commerzbank-Arena_%28Haupttrib%C3%BCne%29.JPG/220px-Commerzbank-Arena_%28Haupttrib%C3%BCne%29.JPG,Eintracht Frankfurt,197.0,197.0,0.0,"51,504",Europe,Ukraine,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
198,Estadio Presidente Juan Domingo Perón,51389.0,South America,Argentina,Avellaneda,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Panoramica_Cilindro.jpg/220px-Panoramica_Cilindro.jpg,Racing Club de Avellaneda,198.0,198.0,0.0,"51,389",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.46659493617021,-84.18294277659575
199,İzmir Atatürk Stadyumu,51295.0,West Asia,Turkey,İzmir,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/%C4%B0zmir_Atat%C3%BCrk_Stadyumu.jpg/220px-%C4%B0zmir_Atat%C3%BCrk_Stadyumu.jpg,"Altay SK, Göztepe AŞ",199.0,199.0,0.0,"51,295",West Asia,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
200,Stadion Feijenoord,51117.0,Europe,Netherlands,Rotterdam,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Rotterdam_De_Kuip_1.jpg/220px-Rotterdam_De_Kuip_1.jpg,Feyenoord,200.0,200.0,0.0,"51,117",Europe,Netherlands,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
201,Estadio BBVA,51000.0,North America,Mexico,Monterrey,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Estadio_BBVA.jpg/220px-Estadio_BBVA.jpg,CF Monterrey,201.0,201.0,0.0,"51,000",North America,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.25218990605594,-95.10129571122145
202,Ghadir Stadium,51000.0,West Asia,Iran,Ahvaz,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Al-Ghadeer_Stadium.jpg/220px-Al-Ghadeer_Stadium.jpg,Foolad FC,202.0,202.0,0.0,"51,000",West Asia,Iran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
203,Estádio Beira-Rio,50942.0,South America,Brazil,Porto Alegre. Rio Grande do Sul,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Beira-Rio-Stadium-Porto-Alegre-Brazil.jpg/220px-Beira-Rio-Stadium-Porto-Alegre-Brazil.jpg,SC Internacional,203.0,203.0,0.0,"50,942",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,39.183984574618925,-93.8869833507924
204,Ibrox Stadium,50817.0,Europe,Scotland,Glasgow,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Rangers-SM_%281%29.jpg/220px-Rangers-SM_%281%29.jpg,Rangers F.C.,204.0,204.0,0.0,"50,817",Europe,Scotland,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
205,Shizuoka Stadium,50889.0,East Asia,Japan,"Fukuroi, Shizuoka",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Ecopa030304.jpg/220px-Ecopa030304.jpg,"Júbilo Iwata, Shimizu S-Pulse, Shizuoka Blue Revs",205.0,205.0,0.0,"50,889",East Asia,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
206,Ernst-Happel-Stadion,50865.0,Europe,Austria,Vienna,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/EM_2008_Elfmeter_Kroatien_%C3%96sterreich.jpg/220px-EM_2008_Elfmeter_Kroatien_%C3%96sterreich.jpg,Austria national football team,206.0,206.0,0.0,"50,865",Europe,Austria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
207,Huntington Bank Stadium,50805.0,North America,United States,Minneapolis,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/MNUFCTCF.jpeg/220px-MNUFCTCF.jpeg,Minnesota Golden Gophers football,207.0,207.0,0.0,"50,805",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.2521888159752,-95.10141863385547
208,Estadio Cuauhtémoc,50754.0,North America,Mexico,Puebla,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Rampa_norte.jpg/220px-Rampa_norte.jpg,Puebla FC,208.0,208.0,0.0,"50,754",North America,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,31.91973869191919,-91.23107849494949
209,Friends Arena,50653.0,Europe,Sweden,Solna,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/FriendsArena_SwedenSpain.jpg/220px-FriendsArena_SwedenSpain.jpg,"Sweden national football team, AIK Fotboll",209.0,209.0,0.0,"50,653",Europe,Sweden,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
210,Ülker Stadyumu,50509.0,West Asia,Turkey,Istanbul,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Sukrusaracoglu.jpg/220px-Sukrusaracoglu.jpg,Fenerbahçe,210.0,210.0,0.0,"50,509",West Asia,Turkey,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
211,Stanford Stadium,50424.0,North America,United States,"Palo Alto, California",https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/2008-1115-006-USC-Stanford-PAN.jpg/220px-2008-1115-006-USC-Stanford-PAN.jpg,,211.0,211.0,0.0,"50,424",North America,United States,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,30.252188089254705,-95.10150058227816
212,Stade Pierre-Mauroy,50186.0,Europe,France,Villeneuve-d'Ascq,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Mauroy_Stadium_Eurobasket_2015.JPG/220px-Mauroy_Stadium_Eurobasket_2015.JPG,Lille OSC,212.0,212.0,0.0,"50,186",Europe,France,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
213,King Baudouin Stadium,50122.0,Europe,Belgium,Brussels,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Stade_Roi_Baudouin.JPG/220px-Stade_Roi_Baudouin.JPG,Belgium national football team,213.0,213.0,0.0,"50,122",Europe,Belgium,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
214,Shaanxi Province Stadium,50100.0,East Asia,China,"Xi'an, Shaanxi",NO_IMAGE,,214.0,214.0,0.0,"50,100",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
215,Ajinomoto Stadium,50100.0,East Asia,Japan,"Chofu, Tokyo",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Ajinomoto_Stadium_2018-13.jpg/220px-Ajinomoto_Stadium_2018-13.jpg,"FC Tokyo, Tokyo Verdy, Tokyo Sungoliath, Toshiba Brave Lupus Tokyo",215.0,215.0,0.0,"50,100",East Asia,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
216,Estádio José Alvalade,50095.0,Europe,Portugal,Lisbon,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Alvalade0023.jpg/220px-Alvalade0023.jpg,Sporting CP,216.0,216.0,0.0,"50,095",Europe,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
217,Estádio do Dragão,50033.0,Europe,Portugal,Porto,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Porto_Est%C3%A1dio_do_Drag%C3%A3o_2.jpg/220px-Porto_Est%C3%A1dio_do_Drag%C3%A3o_2.jpg,FC Porto,217.0,217.0,0.0,"50,033",Europe,Portugal,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
218,Itaipava Arena Fonte Nova,50025.0,South America,Brazil,"Salvador, Bahia",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Arena_Fonte_Nova_External_View.jpg/220px-Arena_Fonte_Nova_External_View.jpg,EC Bahia,218.0,218.0,0.0,"50,025",South America,Brazil,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,39.18395841684793,-93.88719920879991
219,Stade Olympique de Sousse,50000.0,Africa,Tunisia,Sousse,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Stade_olympique_de_Sousse.jpg/220px-Stade_olympique_de_Sousse.jpg,Étoile du Sahel,219.0,219.0,0.0,"50,000",Africa,Tunisia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.266340599612455,-82.94442185001982
220,RheinEnergieSTADION,50000.0,Europe,Germany,Cologne,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/FIFA_WM06_Stadion_Koeln.jpg/220px-FIFA_WM06_Stadion_Koeln.jpg,1. FC Köln,220.0,220.0,0.0,"50,000",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
221,Harbin Sports City Center Stadium,50000.0,East Asia,China,"Harbin, Heilongjiang",NO_IMAGE,Harbin Yiteng,221.0,221.0,0.0,"50,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
222,Greenfield International Stadium,50000.0,South Asia,India,Trivandrum,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Greenfield_International_Stadium_Kerala.jpg/220px-Greenfield_International_Stadium_Kerala.jpg,,222.0,222.0,0.0,"50,000",South Asia,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,21.4203745,39.8939532
223,EMS Stadium,50000.0,South Asia,India,Kozhikode,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Kozhikode_EMS_Stadium.jpg/220px-Kozhikode_EMS_Stadium.jpg,"India national football team, Gokulam Kerala FC",223.0,223.0,0.0,"50,000",South Asia,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,21.4203745,39.8939532
224,KD Singh Babu Stadium,50000.0,South Asia,India,Lucknow,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/K_D_Singh_Babu_Stadium.jpg/220px-K_D_Singh_Babu_Stadium.jpg,,224.0,224.0,0.0,"50,000",South Asia,India,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,21.4203745,39.8939532
225,Eden Park,50000.0,Oceania,New Zealand,Auckland,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Auckland_EdenPark.jpg/220px-Auckland_EdenPark.jpg,"Auckland Blues, New Zealand Warriors",225.0,225.0,0.0,"50,000",Oceania,New Zealand,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,27.7538878,-82.4159917
226,Estádio 11 de Novembro,50000.0,Africa,Angola,Luanda,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Football_stadium_%286178263468%29.jpg/220px-Football_stadium_%286178263468%29.jpg,"Angola national football team, Primeiro de Agosto, Petro Luanda",226.0,226.0,11.0,"50,000",Africa,Angola,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5091554,15.1007752
227,Henan Provincial Stadium,50000.0,East Asia,China,"Zhengzhou, Henan",NO_IMAGE,,227.0,227.0,0.0,"50,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
228,Jiangxi Olympic Sports Center,50000.0,East Asia,China,"Nanchang, Jiangxi",NO_IMAGE,,228.0,228.0,0.0,"50,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
229,Max-Morlock-Stadion,50000.0,Europe,Germany,Nuremberg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Frankenstadion_2.JPG/220px-Frankenstadion_2.JPG,1. FC Nürnberg,229.0,229.0,0.0,"50,000",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
230,June 11 Stadium,50000.0,Africa,Libya,Tripoli,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/11_June_Stadium_BenTaher.jpg/220px-11_June_Stadium_BenTaher.jpg,"Libya, Al-Ahly SC, Al-Ittihad Tripoli, Al-Madina SC",230.0,230.0,11.0,"50,000",Africa,Libya,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5089982,15.1006203
231,Xinjiang Sports Centre Stadium,50000.0,East Asia,China,"Urumqi, Xinjiang",NO_IMAGE,,231.0,231.0,0.0,"50,000",East Asia,China,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
232,Kim Il-sung Stadium,50000.0,East Asia,North Korea,Pyongyang,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/North_Korea_v_Philippines%2C_8_October_2015_F.png/220px-North_Korea_v_Philippines%2C_8_October_2015_F.png,Pyongyang City Sports Club,232.0,232.0,0.0,"50,000",East Asia,North Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
233,Hiroshima Big Arch,50000.0,East Asia,Japan,Hiroshima,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Big_Arch_Stadium_Panorama.jpg/220px-Big_Arch_Stadium_Panorama.jpg,Sanfrecce Hiroshima,233.0,233.0,0.0,"50,000",East Asia,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
234,Pars Shiraz Stadium,50000.0,West Asia,Iran,Shiraz,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Pars_Stadium_Photos_Image_6.jpg/220px-Pars_Stadium_Photos_Image_6.jpg,Fajr Sepasi Shiraz FC,234.0,234.0,0.0,"50,000",West Asia,Iran,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
235,Stade du 26 Mars,50000.0,Africa,Mali,Bamako,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Stade_du_26-mars.png/220px-Stade_du_26-mars.png,Stade Malien,235.0,235.0,26.0,"50,000",Africa,Mali,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.26564456761447,-82.94447213208383
236,Diamniadio Olympic Stadium,50000.0,Africa,Senegal,Dakar,https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Stade_Abdoulaye_Wade.jpg/220px-Stade_Abdoulaye_Wade.jpg,Senegal national football team,236.0,236.0,0.0,"50,000",Africa,Senegal,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,37.5088887,15.1005136
237,Sultan Mizan Zainal Abidin Stadium,50000.0,Southeast Asia,Malaysia,Kuala Terengganu,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Sultan_Mizan_Zainal_Abidin_Stadium_%28Night%29_2021.jpg/220px-Sultan_Mizan_Zainal_Abidin_Stadium_%28Night%29_2021.jpg,Terengganu FA,237.0,237.0,0.0,"50,000",Southeast Asia,Malaysia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,3.0900347000000004,101.63960842441477
238,Estadio Akron,49850.0,North America,Mexico,Guadalajara,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Omnilife_Stadium.png/220px-Omnilife_Stadium.png,C.D. Guadalajara,238.0,238.0,0.0,"49,850",North America,Mexico,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,31.91978816161616,-91.2311441010101
239,Levy Mwanawasa Stadium,49800.0,Africa,Zambia,Lusaka,NO_IMAGE,Zesco United,239.0,239.0,0.0,"49,800",Africa,Zambia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,40.265471124735704,-82.94449072584055
240,Fritz-Walter-Stadion,49780.0,Europe,Germany,Kaiserslautern,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Kaiserslautern_18.JPG/220px-Kaiserslautern_18.JPG,1. FC Kaiserslautern,240.0,240.0,0.0,"49,780",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
241,José Amalfitani Stadium,49540.0,South America,Argentina,Buenos Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Argentina_A_vs_Inglaterra_A_02.JPG/220px-Argentina_A_vs_Inglaterra_A_02.JPG,CA Vélez Sársfield,241.0,241.0,0.0,"49,540",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,39.18390049237857,-93.88699001584804
242,Camille Chamoun Sports City Stadium,49500.0,West Asia,Lebanon,Beirut,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Camille_Chamoun_Sports_City_Stadium_2018_-_Beirut_derby_%28Nejmeh_fans%29.png/220px-Camille_Chamoun_Sports_City_Stadium_2018_-_Beirut_derby_%28Nejmeh_fans%29.png,"Lebanon national football team, Al Ahed FC, Al Ansar FC, Nejmeh SC",242.0,242.0,0.0,"49,500",West Asia,Lebanon,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,41.9733116,-87.6587728
243,Miyagi Stadium,49133.0,East Asia,Japan,"Rifu, Miyagi",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/MiyagiStadiumTrackField.jpg/220px-MiyagiStadiumTrackField.jpg,Vegalta Sendai,243.0,243.0,0.0,"49,133",East Asia,Japan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
244,Incheon Munhak Stadium,49084.0,East Asia,South Korea,Incheon,https://upload.wikimedia.org/wikipedia/commons/thumb/d/df/Munhak_Stadium_Corner.jpg/220px-Munhak_Stadium_Corner.jpg,,244.0,244.0,0.0,"49,084",East Asia,South Korea,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,32.092650649999996,118.90791126769386
245,Heinz-von-Heiden-Arena,49000.0,Europe,Germany,Hanover,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/HDI_Arena%2C_WM_Stadion_2006.jpg/220px-HDI_Arena%2C_WM_Stadion_2006.jpg,Hannover 96,245.0,245.0,0.0,"49,000",Europe,Germany,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
246,Parc des Princes,48712.0,Europe,France,Paris,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/PSG-Nantes_Parc_des_Princes_05.jpg/220px-PSG-Nantes_Parc_des_Princes_05.jpg,Paris Saint-Germain F.C.,246.0,246.0,0.0,"48,712",Europe,France,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
247,Stadium of Light,48707.0,Europe,England,"Sunderland, Tyne and Wear",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Stadium_of_Light%2C_Sunderland_afc.jpg/220px-Stadium_of_Light%2C_Sunderland_afc.jpg,Sunderland A.F.C.,247.0,247.0,0.0,"48,707",Europe,England,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,47.4229164,0.6844393
248,Estadio Nacional de Chile,48665.0,South America,Chile,Santiago,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Adios_Matador.jpg/220px-Adios_Matador.jpg,"Chile national football team, CF Universidad de Chile",248.0,248.0,0.0,"48,665",South America,Chile,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,,
249,Nelson Mandela Bay Stadium,48459.0,Africa,South Africa,"Port Elizabeth, Eastern Cape",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Nelson_Mandela_Stadium_in_Port_Elizabeth_%28cropped%29.jpg/220px-Nelson_Mandela_Stadium_in_Port_Elizabeth_%28cropped%29.jpg,Chippa United FC,249.0,249.0,0.0,"48,459",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,,
250,Estadio Tomás Adolfo Ducó,48314.0,South America,Argentina,Buenos Aires,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Estadio_huracan_interior_tribuna_gcba.jpg/220px-Estadio_huracan_interior_tribuna_gcba.jpg,CA Huracán,250.0,250.0,0.0,"48,314",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,,
251,Jinnah Sports Stadium,48200.0,South Asia,Pakistan,Islamabad,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Jinnah_Sports_Stadium_track_and_field.jpg/220px-Jinnah_Sports_Stadium_track_and_field.jpg,Pakistan national football team,251.0,251.0,0.0,"48,200",South Asia,Pakistan,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,,
252,Estadio Libertadores de América,48069.0,South America,Argentina,Avellaneda,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Estadio_Libertadores_de_America_2014.JPG/220px-Estadio_Libertadores_de_America_2014.JPG,Club Atlético Independiente,252.0,252.0,0.0,"48,069",South America,Argentina,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,,
253,Free State Stadium,48000.0,Africa,South Africa,"Bloemfontein, Free State",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Free_State_Stadium1.jpg/220px-Free_State_Stadium1.jpg,"Bloemfontein Celtic, Toyota Cheetahs",253.0,253.0,0.0,"48,000",Africa,South Africa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/No-image-available.png/480px-No-image-available.png,,,
